years_after_2002,region,walk,walk_1_mile_plus,bicycle,car_driver,car_passenger,motorcycle,other_private_transport,bus_in_london,other_local_bus,non_local_bus,london_underground,surface_rail,taxi,other_public_transport,all_modes,all_modes_excl_short_walk,wnweighted_sample,year
9,West Midlands,266.9162405679361,141.2019197610626,58.642931968779806,5470.469602634179,3088.2100671519615,50.78375284131442,199.4305250053648,1.0016479778808842,443.0405426534262,84.87390332062861,16.13551680175377,599.250588031497,73.34742200408587,45.05830497313587,10397.161045931949,10271.446725125063,5530.35,2011
9,East of England,287.90218458716436,155.12729623458947,74.38208995741982,6559.0395710667335,3449.5762707333565,66.93387485320727,232.9351674490587,16.52266627379562,276.2143421012142,73.87686935087088,75.981836879584,1083.9721009008033,64.64189691640296,50.532257703792986,12312.511128773407,12179.736240420836,6006.910000000001,2011
9,London,360.13308407835564,149.87464158974467,92.74491447189884,2481.8737996414848,1581.9859718483353,55.36833665749677,84.35096132713105,886.0420815231214,10.46612114507223,118.51634746674536,695.7153164435352,1159.967465238649,103.90510612580901,149.10764175511622,7780.177147722746,7569.918705234148,7761.81,2011
9,South East,317.0755524995883,178.31126616487563,81.63384985562342,6877.5059828942385,3433.50266345426,81.34119783306159,166.0948516599437,19.39197002909779,263.7652223478025,73.65003880689723,60.65478823828528,1319.925505486117,91.41439684502629,52.21996358376058,12838.175983533698,12699.411697198975,8246.42,2011
9,South West,309.210146426887,190.85285116145585,109.45368760024644,6302.730851880153,3936.887604416913,63.285207659282065,361.8523404999966,1.3693678724096194,348.2819011009917,83.7316677028271,15.416020457490285,515.5369991081706,54.03877121073905,91.30056523546152,12193.095131171565,12074.737835906135,5102.09,2011
10,North East,321.2410577789693,195.01885626967905,46.84942828423154,5443.541994174521,2932.5692298814697,25.98775232679761,243.20167296286084,3.7471965743812037,660.8761050946534,12.553435589775068,10.479505507106536,661.8537570701255,108.05535899633502,133.95981411182325,10604.91630835305,10478.694106843752,2877.07,2012
10,North West,327.20140154287003,189.8466730422049,72.74252301459927,4754.276914544982,2745.888041512305,36.64382912746492,124.81825734465778,0.5684371094542993,446.10252989459275,54.40440952999918,4.874543107852759,631.5191283836806,103.99754417499805,44.02502132210663,9347.062580609565,9209.70785210891,7219.240000000001,2012
10,Yorkshire and The Humber,309.3519424056906,182.5183865776388,60.128029205504205,5735.805990199402,3265.5499443197305,27.4652196408329,169.63176405953638,2.119569545229624,459.08782860247265,157.4640553575876,15.587058773568101,773.9325644291212,77.44941407877148,42.81811352301023,11096.39149414045,10969.557938312399,4762.38,2012
10,East Midlands,293.09100120051426,171.77184976693835,71.69404024237409,6518.947620414212,3699.654059912697,53.228990959029524,200.41621592415703,3.3643543957012643,423.53747293762694,126.17379255310199,11.827582291019747,410.1912546097899,69.67337456738679,9.094897470473335,11890.89465747807,11769.575506044494,4404.96,2012
10,West Midlands,272.12565722415553,140.93593428236673,65.42285161346068,5575.4841880892955,3067.2537517043766,61.79420450248799,142.16757609313845,1.1222048454339453,476.0223530208074,42.2588294173756,9.701188217888992,491.9150641510822,73.81955867460024,36.17415437345742,10315.261581927565,10184.071858985766,5733.21,2012
10,East of England,294.3658254012469,155.74740143100277,91.5338858705882,6487.120721309976,3544.7610293485322,86.16204134855919,162.05004735723315,22.20795370396704,320.13817218821436,90.93009306348814,72.56004348593392,1125.9680956979619,80.30587520539655,71.53023450665842,12449.63401848776,12311.015594517514,6135.71,2012
10,London,356.38551890385673,150.7559533421291,97.98131373888123,2371.413094198852,1543.00357285258,54.35825448448907,106.86997426896481,777.7930178515595,13.027553910803732,142.62633266210577,682.7925654572333,1194.8052477928798,91.71091869196326,128.1357277052269,7560.903092519389,7355.273526957668,7684.530000000001,2012
10,South East,299.67682954026685,171.57951793171898,99.2927693798263,6564.960426185518,3479.8267704547256,70.37904358777796,178.83480887123636,19.843060825768937,274.3911676863383,68.68683209678728,54.80635893996788,1270.4605995432314,106.9273175174594,14.270017645551281,12502.356002274448,12374.258690665898,8186.85,2012
10,South West,317.52741244495104,194.19942935775768,120.81714555855167,6210.085363913029,3825.147959789435,118.46085096178977,337.5649417295324,1.2531715179508756,349.4200779299005,109.70829382739971,19.014983435712097,649.4700119169797,56.959981775310794,40.07888521880536,12155.509080019348,12032.181096932149,5160.05,2012
11,North East,304.9633272374262,186.09905883122926,61.14590895986463,4843.647924340239,2879.1579585576214,31.718450585512063,179.5579819157617,5.358964931487056,636.5624251838769,40.857783233015944,9.815530542441667,638.0824901896217,102.44681333400301,120.1205129918734,9853.436072002756,9734.571803596551,3070.27,2013
11,North West,303.40151343920496,178.40977059104802,63.0029853982366,4745.491559862722,2731.964203062633,31.79860859906448,151.36040246637606,0.5232268403005688,456.0788170836969,92.12591866074749,7.197489951825076,737.3758615532707,110.01213085147442,70.45800095164402,9500.790718721186,9375.798975873035,6955.200000000001,2013
11,Yorkshire and The Humber,321.7532493200362,195.13851008347388,69.54920688143204,5533.494047903592,2827.4095333360333,31.715980282779714,150.79930290992024,3.5948304225149514,448.5599218833169,161.90013748400654,14.941530439041546,1018.3001177171731,101.25271987771283,34.347956037812814,10717.618534495365,10591.0037952588,5082.77,2013
11,East Midlands,296.45196506032977,167.74796279318807,81.8855986337662,6690.110310368528,3643.11366499195,90.25542063096006,225.98573219077025,4.251653925498639,415.13478001288036,103.15854170419378,10.650368188953404,473.76896708765037,93.34085016959794,84.75633654491185,12212.86418951,12084.160187242858,4654.51,2013
11,West Midlands,272.3263009361178,148.18900049250797,74.23795707446452,5791.966811009537,3053.085628206831,34.818677894873986,174.61764949069365,1.897683572302495,434.52621386586907,50.54466438750812,7.100939575096924,473.87256881676626,68.99807017365704,3.659170238700938,10441.652335242423,10317.515034798818,5862.01,2013
11,East of England,282.60262916396294,152.25719856955754,85.4006990301161,6511.858950118403,3508.3426462547277,82.24320659631384,165.85459780431648,18.35508881871106,328.09328786778036,84.90628292484305,102.8364202580813,1136.291417026014,80.38755234204896,101.97636118488549,12489.149139390212,12358.803708795815,5997.25,2013
11,London,360.1702305946385,154.53827031145602,97.79131227931487,2302.625015973346,1548.485593933364,43.659604294141324,99.80698186100841,779.7810470677938,11.937779866945215,113.05743348844831,684.2806228243146,1371.3700729368252,81.5152423603209,136.5778947335574,7631.05883221402,7425.426871930845,7869.68,2013
11,South East,299.9329149431369,173.38968545780813,96.56742540767512,6013.921900320722,3445.1716408466136,64.87253264607841,137.34346593562879,18.697157737733363,289.47531343370565,74.83274519012649,53.43847657793123,1154.5599833613999,87.11949106855461,29.36866435054333,11765.301711819853,11638.758482334531,8239.980000000001,2013
11,South West,334.5910044053143,201.40283699684667,108.2443552250647,6155.955888529488,3733.9947929078558,98.76058344467181,354.0151441156807,3.510351574837693,333.90603018941334,72.04824677398196,20.395557659827983,677.6382341695455,57.47288753434852,64.25034898321772,12014.783425513255,11881.595258104779,5176.1500000000005,2013
12,North East,303.7897062212459,196.08675640036302,71.80835166650667,4955.228552154044,2809.3804857015634,8.7978348579476,188.50633104449307,2.614875969550631,593.3154755425481,103.2824428481604,15.908429829759296,674.6374120922466,88.39126119888365,180.29120501756626,9995.952364144525,9888.249414323645,2976.8900000000003,2014
12,North West,282.2077044703442,168.1939957393693,57.13028904299629,4947.312452227053,2644.9544590563514,37.660686207860486,154.27687628485225,0.5991107827533206,437.4572325677016,89.17624360681171,5.026523001711077,631.2540989063821,105.45488959433372,75.95726095687832,9468.467826706024,9354.454117975041,7119.42,2014
12,Yorkshire and The Humber,320.9562662076347,193.2171842465772,94.59504472394502,5379.158647903609,2944.7626797522807,23.65332133406329,193.94348087912797,2.4968335545742906,443.5126157610076,74.02126209616067,7.507759075352917,892.3836825945497,104.39832200620131,13.139482906575788,10494.529398795084,10366.790316834027,5258.26,2014
12,East Midlands,294.72592392457216,167.99798121408583,87.87061904730086,6273.980674126144,3495.3639067182253,73.29404640574505,287.45919931032637,1.9355560436297703,339.38897507343995,97.41813825591883,7.3879626513247505,512.0563308331119,92.2531909038478,88.71708248792876,11651.851605781514,11525.12366307103,4617.4800000000005,2014
12,West Midlands,261.0788310013986,143.05052317673852,61.963888162835985,5709.421297574989,3138.665656480419,16.71668637297309,237.046763349186,1.9279985287287564,395.82965429278727,68.21761808660315,6.19663274758187,557.4873609962523,77.7094113731254,5.354450594581941,10537.61624956146,10419.587941736796,5506.200000000001,2014
12,East of England,277.31182804222317,146.59555839982718,78.36848251045048,6621.894326092954,3625.066036178655,56.176791778128724,204.26393982651084,25.767205074753424,312.50870122555835,65.92203850365856,88.88809243938559,1083.302585286741,83.12991866043234,89.14645916289719,12611.746404782365,12481.03013513997,5604.410000000001,2014
12,London,371.9210314293853,162.5784892002847,114.22416683788872,2306.4511599597386,1592.096488632788,70.44290565211739,91.18073911388709,770.9005926941147,9.081860979876,62.36053266536987,759.2475813262955,1366.1960367759084,108.32852135944616,132.94752015822036,7755.379137585042,7546.036595355947,8125.67,2014
12,South East,322.2440903941873,182.81882995317096,98.92275018812893,5857.043530648871,3135.654472046118,65.6547870079173,116.5642519560323,19.20964447039802,292.7665198499461,62.48428404159615,46.49790317381689,1190.2669909662104,69.63507648573975,35.940581275425686,11312.884882504402,11173.459622063392,8288.28,2014
12,South West,322.2365794893275,192.00638935033678,92.13464771193448,6361.292521608813,3782.276624831944,57.029006177790606,302.8188032199964,4.9126864453806025,368.00616277298496,120.04573963305616,22.22198116693373,568.5848282667778,66.91308279001893,53.79188160208732,12122.264545717035,11992.034355578053,5123.02,2014
13,North East,296.8361279073666,181.15456680872188,62.486934291719116,5569.976891251631,3060.2609938869678,11.356425429917813,191.03779695219535,1.669822376538218,545.5054911537346,298.1092556430846,17.780933326794653,751.1254030107624,88.95582923792428,175.65726003244671,11070.759164501082,10955.077603402446,2794.96,2015
13,North West,284.0642776148996,160.4129327933508,67.93851977997117,5035.675964785418,2673.1985291212377,44.9967822639435,158.2451524252466,1.561134712556236,429.2746900604348,55.81304759667586,5.797691622434749,780.6301386222476,100.95732196548656,51.858480441873965,9690.011731012422,9566.360386190878,7178.990000000001,2015
13,Yorkshire and The Humber,303.78139869807353,183.02393066495384,91.08620830123263,5539.508519808812,3224.916048690428,20.648978978537805,222.97124561472194,0.8200886967354799,426.88712609458486,63.445823188111646,14.143637240161683,654.4079315116772,86.22265440766462,17.174359295214796,10666.014020525974,10545.25655249285,5015.1500000000005,2015
13,East Midlands,317.0134006120034,179.50180144940086,79.95319179141622,5990.225833422758,3533.3712007699505,26.667859376893354,240.4634106554904,0.2880054118180926,339.03364371134785,76.95195806379263,7.528682290019186,508.8662256448911,74.91644294716811,31.880387299239832,11227.16024199679,11089.648642834196,4446.820000000001,2015
13,West Midlands,261.96337191603146,137.96710939293158,49.72600566471837,5277.724136912519,3153.6494320248503,51.28202521106764,161.27053509127785,2.090214455970062,414.230173464465,52.74781892171793,5.0834902989771065,554.3419551246343,104.78910456262979,25.953127166287093,10114.851390815147,9990.855128292045,5200.3,2015
13,East of England,283.7650473905109,156.5505108356679,83.39310658837047,6526.514678683203,3527.3670552850926,89.88237197404582,215.57462025764897,25.487489271355567,293.3715911906472,51.3290961657221,87.87483584531077,1174.8951180339075,84.01626329923704,74.27564033091191,12517.746914315956,12390.532377761107,5501.37,2015
13,London,369.82205884000007,168.6116053130418,127.15451047126757,2216.2534453078342,1473.3784877139622,66.07257570331251,77.97567714742199,775.4645768314856,10.513574366471335,48.327127671018246,788.403958128507,1270.708101512853,109.25266269971868,88.00002582399492,7421.326782217848,7220.1163286908995,8149.820000000001,2015
13,South East,312.29633570895777,170.02332045528237,101.83970242964547,6100.305616566637,3066.8317002683903,37.87692492012628,126.77257174759056,28.64862328605238,300.9533211359684,62.142851488508484,46.56596164529856,1291.3287408432766,77.15486004710786,67.43362537059836,11620.150835458158,11477.877820204481,8325.310000000001,2015
13,South West,305.512282068168,186.5986072156593,104.26235659527408,6619.134663069425,3925.5927600121117,58.44771774938836,183.25862180900631,2.51127288171625,425.67645422363665,136.45251049830895,17.570339479822696,664.0793277825943,63.71587484108101,93.07959066118016,12599.293771671702,12480.380096819192,4933.04,2015
14,North East,297.4810485589023,169.61693681971752,65.34452291739042,4891.3898723321545,2754.610689568526,32.704280428766914,259.8802252554607,0.7914446368682386,565.9926990341205,279.081129564385,2.7651590736412532,432.7720349095742,104.36952875767038,112.33103113835305,9799.513666175802,9671.64955443662,2601.76,2016
14,North West,296.8598069813957,160.2939140602748,70.91252743221825,5078.74536580707,2879.57404948669,28.966905813529575,183.37665050330887,2.3469591932874714,407.3236785358797,56.6176164680925,8.211264603714936,912.208782826722,112.72355611151453,56.42303331320418,10094.290197076612,9957.724304155492,6757.17,2016
14,Yorkshire and The Humber,309.14607456778276,173.26818754416416,94.30429084639994,5430.8936619932,3260.7749491990553,29.32315563046844,208.92142954891946,0.7149047477823678,426.258134478223,147.68819176589986,18.72444281918899,651.8353936444765,92.40679019430215,16.829143578391413,10687.820563014087,10551.942675990484,4615.87,2016
14,East Midlands,335.35796649935685,179.81421090563805,72.81410381001304,6142.560863282913,3396.2657873616336,45.31465899895331,122.94473997979765,0.9428794673577157,356.8959796690364,81.56804045392553,8.769559008320382,540.3400221992208,76.39755575756078,50.19343835581585,11230.365594843915,11074.821839250197,4390.47,2016
14,West Midlands,255.5367650969192,132.12926132285207,56.02197384012081,5239.809326088571,3059.3377355420785,63.21323083197697,124.79841193656563,1.791297586182893,372.4342860361061,55.929728967735215,4.353429317810195,397.5669082113667,127.11938154850777,25.119282405820996,9783.031757409777,9659.624253635699,5250.21,2016
14,East of England,295.6475339173005,158.43710500908008,73.02517249680352,6372.332938983744,3288.97694119044,81.44571012029172,161.72524379157065,9.08171813943952,261.17131343564165,28.27752283875564,171.99626994929528,1298.784467034215,79.37638458678231,91.77598068751092,12213.617197171774,12076.40676826356,5750.92,2016
14,London,387.4286412583903,155.6110292670667,104.03824018530634,2244.4571499396006,1515.372754716076,32.13002697020926,68.5584903148602,708.2955612514472,14.151789809808877,29.647297777409907,741.6974385054824,1252.6679515822364,98.30042714683294,141.82829359492408,7338.5740630525925,7106.7564510612665,8106.35,2016
14,South East,294.2838665964838,154.05251041541177,94.10050731180067,6561.991028762995,3313.528840281027,63.69553274133377,140.05759948810348,20.507263920199673,264.0199409217704,69.01793407918682,44.0725854623691,1288.7359365401646,79.52263640333877,80.31969008850102,12313.853362597281,12173.622006416208,8278.62,2016
14,South West,331.2193409418855,190.5143811593622,116.32401127909566,6420.831559674486,3803.938298063763,84.38999031628892,215.95398758186653,1.7221887596836043,411.2139444137092,107.93035928892546,17.310053724825842,668.0156477792094,47.68685972188095,198.42158885971998,12424.957830405347,12284.252870622822,4746.280000000001,2016
15,North East,306.69117345520783,170.16187426022415,81.59115652290701,4508.799922724834,2452.7833924456722,31.506904601891723,302.79516798505335,0.015438386338901423,559.332392951564,94.81807130677208,1.9713571238977323,301.61772279522734,90.91963193628035,138.13469077642785,8870.977023012065,8734.447723817091,2394.07,2017
15,North West,308.3710928729504,163.21506996120482,76.84090330227062,5106.878626677208,2745.021995396781,30.389578581993455,197.16485294507996,1.536498878501883,445.2553944538688,49.07109078446468,6.4595552710964865,833.6645126863336,117.46110311773234,77.340269354741,9995.45547432303,9850.299451411298,6478.64,2017
15,Yorkshire and The Humber,315.81233115141,159.5419555191982,92.58408390926388,5558.758092876128,3209.0397585092724,55.05291211369418,145.9079242088655,3.250597382307353,408.7284455670002,136.6832230830824,9.523684996364256,688.0653461989451,93.77079497270294,13.81750118619195,10730.994696155236,10574.724320523017,4561.13,2017
15,East Midlands,321.74002000760174,161.39916547496037,80.85741942481141,6505.302156665824,3412.7020292853144,59.469890402641525,116.95656636166059,2.198920444938334,300.03124039882255,76.81024955197742,12.761483921034891,478.8092099634458,76.98464187467494,49.594641312652506,11494.218469615384,11333.877615082753,4229.47,2017
15,West Midlands,246.20568666432993,117.34617830274344,51.10067602669685,5244.424567952641,2979.545082541043,45.60999698726166,149.64537254246258,0.5209079603770679,309.4180228591264,105.06817577143822,4.657731613071413,440.66251877050814,111.05160272175883,19.25874746965086,9707.169089880375,9578.309581518775,5111.75,2017
15,East of England,308.6487918185184,150.4648549476616,99.06303652836012,6478.974865508938,3069.0467332836047,69.10739800173816,150.2979298932465,7.699952435827342,258.0923673754466,55.472520740936126,186.38865233233463,1259.4118670901055,84.95266552054423,44.74318017566726,12071.899960705261,11913.716023834406,5672.030000000001,2017
15,London,413.07657464323046,147.98473520430548,99.1300997111597,2289.5083900427485,1658.6273790340051,40.20954102670732,62.01397613777213,671.3800447680026,14.744497869983379,54.68124376452525,788.0475859400823,1327.962265011401,93.77773745713627,171.3737173261666,7684.533052732915,7419.441213293994,7787.570000000001,2017
15,South East,314.2217726498185,159.09702191401342,102.08654338950713,6328.655029002054,3499.4298643997304,74.58404466613176,155.24593322772307,12.013626660825032,240.42537133553438,77.48298982175544,46.7173586056325,1232.4021223431487,90.89448135935622,42.838623077295125,12216.997760538501,12061.873009802708,8091.860000000001,2017
15,South West,345.45607026859994,169.51725616055336,117.13019215658724,6413.261301839035,3431.772494944078,95.53520986975569,211.92805908030888,2.1462688856402243,360.0722980779066,177.75357378673147,21.881822119765687,517.5197681003707,48.134408029506226,200.915310811821,11943.506777970106,11767.567963862055,4586.89,2017
16,North East,352.81293683321627,195.32017349890108,77.21351854586739,5307.915721457354,2620.1013571458197,25.965481572939982,267.2655745468925,0.016242841258595427,525.9714331479227,78.845177577678,4.367598567901892,483.25286117737835,97.23946815935845,216.85958313945522,10057.826954713035,9900.334191378712,2337.7200000000003,2018
16,North West,313.8931834217843,156.40446221828094,82.951838705184,5200.270006255837,2715.1861264616546,36.07626777300433,187.51538787301658,0.5306664861362104,434.8151386685263,40.03290356371825,4.928399325682556,791.2229881229251,127.11498149163333,66.19047392909671,10000.728362078204,9843.239640874699,6177.570000000001,2018
16,Yorkshire and The Humber,338.93049083387916,168.4762784156746,83.57015006109353,5490.989660165006,3015.6795352917197,56.61062604358626,106.83565915949458,4.774176417173839,422.4719318962814,79.59140699923391,11.256271221002859,715.0495665388617,74.88001772276226,12.105481861708103,10412.744974211811,10242.290761793613,4644.85,2018
16,East Midlands,325.28295866640303,153.06419256380008,84.22856179693419,6812.578336499261,3757.1990630217447,90.85435971751039,240.5419035485509,2.6090842279103743,236.65680301670042,59.798701726872814,16.43997640122632,579.6043113304082,72.89164773958925,60.59522525935826,12339.280932952479,12167.062166849875,4231.08,2018
16,West Midlands,265.2940494332635,118.98849144942008,55.26710052629399,5145.631451419299,2794.1768316114794,42.924459227333465,173.75135091992524,0.467630459035531,269.6508557748977,97.76384827314642,7.17401436691379,588.0641769344214,95.0649546004342,21.849232856259615,9557.079956402713,9410.77439841887,4681.88,2018
16,East of England,310.9183307141582,153.2662660515062,132.01137541168012,6545.916015291625,3350.9816240506943,55.85301201988265,208.61164615613296,16.072286547562342,280.16658545984785,60.2870711733057,156.6665167644164,1348.811205283454,104.81654641662664,10.870681426971187,12581.98289671635,12424.33083205371,5221.2300000000005,2018
16,London,409.60019150911563,143.94851380853865,110.05794310431092,1996.5966136801019,1488.1049355517446,31.66580730592888,51.56962879993801,673.5952324001806,11.138782452542113,73.37682513232066,823.1577834415305,1407.832945189716,105.38346352631844,143.92531541248087,7326.005467506225,7060.353789805644,6924.610000000001,2018
16,South East,328.4293161209927,165.71766080611496,100.49879980167667,6045.534960396989,3537.2751476789495,59.960592819088994,153.57148039494467,12.651185488222009,277.1407135446038,56.97234144795104,59.81784247990866,1246.428526105706,85.6096890488115,33.312590610876995,11997.203185938728,11834.491530623847,7750.540000000001,2018
16,South West,345.8338814122211,172.47635236813557,104.42315800853706,6357.059997730594,3330.528138421926,51.170657278504024,225.17665235877965,0.636063259685134,346.0515515737283,183.13290903107628,14.895452365575165,601.4202958721185,72.24265734106174,106.80318342788212,11739.374598081686,11566.017069037605,4223.030000000001,2018
17,North East,336.2344302621592,196.25596404805484,57.992743891081645,5718.954720582828,2773.225400121869,16.722489085701294,194.53203938878107,0,485.9666100581785,25.116052115539482,4.172016190355121,688.9421037034783,125.48914381621907,201.55900998869197,10628.906759204889,10488.928292990775,2460.08,2019
17,North West,317.4156282095636,162.58124234985823,88.6728878719286,5014.794019420822,2703.366424526915,16.14672514703062,138.90281931926194,0.6033237384260691,363.92105938597257,77.5746338273593,5.768228791697011,755.805139953808,127.38715073957448,60.7700035450905,9671.12804447745,9516.293658617738,6010.13,2019
17,Yorkshire and The Humber,333.5692635644024,172.61774060439762,82.38231261851796,5181.329270834256,2823.651449132475,34.116038863357005,132.92590476233715,1.693957676169355,396.1390628885282,83.38557026203702,8.876934502311416,605.2058756968509,84.9270599508563,10.744001503253347,9778.946702255354,9617.99517929535,4751.110000000001,2019
17,East Midlands,333.50917859471605,158.48529306596234,92.35139165225907,6611.769572550847,3659.764413484182,78.43194978033637,265.22994964402096,1.7559271242250922,252.6693735589985,45.36351565562594,14.156920323655466,764.1947163362242,83.5384674635795,69.57001215724186,12272.305388325909,12097.281502797152,3963.82,2019
17,West Midlands,281.5477976046031,133.31078421946881,66.67543645665205,5110.953752969921,2896.5828543870316,26.936105065377273,250.60057136032353,0.3214294539560012,251.95438315328954,79.64696447388953,6.503455323632636,644.727445633613,97.27159164521596,13.759685878487993,9727.48147340599,9579.244460020858,4551.47,2019
17,East of England,315.4883087930998,156.9028120370713,116.42435500948245,6200.670911287874,3637.6182301284234,23.166890970124573,190.97048325822286,19.790003959011724,278.17365524843535,28.679714454192368,124.71273240464149,1503.6550323271836,99.66565171072803,5.092761988055242,12544.108731539487,12385.523234783454,5356.47,2019
17,London,392.24330268824184,137.7576233082092,103.90738200945324,1917.3646936619857,1363.3337008614285,20.34426188891668,43.6293466457107,648.3090610180664,5.339408705996222,53.94954166852299,872.9005176872275,1351.5539026363533,130.7879407220866,147.39642480079794,7051.059484994782,6796.573805614749,6707.26,2019
17,South East,318.0475519898743,153.89897352535576,81.51311899333359,6296.316215493372,3454.521338903737,54.86832614666583,158.01425509931173,11.191815338437364,268.05967577017117,33.592516912383076,70.120170923368,1351.0127424281636,63.95421198230826,58.4428837145511,12219.654823695668,12055.506245231161,7655.55,2019
17,South West,358.7216143321718,192.13340604631748,104.60513050835138,6369.192646262618,3316.9629379971307,41.78784699088243,310.2765755385476,2.218101245010831,339.0625830054683,138.69075863455083,17.26576860209043,728.6634539384402,73.77357716985041,46.003236712661554,11847.224230937782,11680.636022651914,4438.77,2019
