year,Borough,n_counters,total_counts,mean_counts,mean_counts_2015,relative_to_2015
2015,Barking & Dagenham,12,1350,0.87890625,0.87890625,1
2015,Barnet,20,2406,0.93984375,0.93984375,1
2015,Bexley,20,1107,0.432421875,0.432421875,1
2015,Brent,25,4674,1.460625,1.460625,1
2015,Bromley,33,3625,0.8581912878787878,0.8581912878787878,1
2015,Camden,73,282368,12.955037621581942,12.955037621581942,1
2015,City of London,34,353454,21.058984747378457,21.058984747378457,1
2015,Croydon,24,2541,0.8271484375,0.8271484375,1
2015,Ealing,36,9452,2.0512152777777777,2.0512152777777777,1
2015,Enfield,20,2183,0.852734375,0.852734375,1
2015,Greenwich,24,2761,0.8987630208333334,0.8987630208333334,1
2015,Hackney,53,57987,8.089704241071429,8.089704241071429,1
2015,Hammersmith & Fulham,43,39711,7.214934593023256,7.214934593023256,1
2015,Haringey,23,8699,2.9548233695652173,2.9548233695652173,1
2015,Harrow,18,952,0.4131944444444444,0.4131944444444444,1
2015,Havering,18,1576,0.6840277777777778,0.6840277777777778,1
2015,Hillingdon,35,3940,0.8794642857142857,0.8794642857142857,1
2015,Hounslow,20,7130,2.78515625,2.78515625,1
2015,Islington,63,201482,14.309801136363635,14.309801136363635,1
2015,Kensington & Chelsea,48,46663,7.594889322916666,7.594889322916666,1
2015,Kingston upon Thames,15,5285,2.7526041666666665,2.7526041666666665,1
2015,Lambeth,89,223420,11.047270569620254,11.047270569620254,1
2015,Lewisham,36,14219,3.085720486111111,3.085720486111111,1
2015,Merton,37,9982,2.107685810810811,2.107685810810811,1
2015,Newham,23,5234,1.7778532608695652,1.7778532608695652,1
2015,Redbridge,18,1833,0.7955729166666666,0.7955729166666666,1
2015,Richmond upon Thames,29,15772,4.248922413793103,4.248922413793103,1
2015,Southwark,78,251724,13.023799668874172,13.023799668874172,1
2015,Sutton,20,2446,0.95546875,0.95546875,1
2015,Tower Hamlets,57,46030,5.993489583333333,5.993489583333333,1
2015,Waltham Forest,20,6498,2.53828125,2.53828125,1
2015,Wandsworth,73,49027,5.246896404109589,5.246896404109589,1
2015,Westminster,111,478248,12.091626213592233,12.091626213592233,1
2016,Barking & Dagenham,12,1279,0.8326822916666666,0.87890625,0.9474074074074074
2016,Barnet,20,2637,1.030078125,0.93984375,1.0960099750623442
2016,Bexley,20,1067,0.416796875,0.432421875,0.96386630532972
2016,Brent,25,4567,1.4271875,1.460625,0.9771074026529739
2016,Bromley,33,2451,0.5802556818181818,0.8581912878787878,0.6761379310344827
2016,Camden,73,301954,13.55756106321839,12.955037621581942,1.0465088145041508
2016,City of London,34,408052,23.61412037037037,21.058984747378457,1.121332326968421
2016,Croydon,24,2673,0.8701171875,0.8271484375,1.051948051948052
2016,Ealing,36,9391,2.0379774305555554,2.0512152777777777,0.9935463393990689
2016,Enfield,20,1588,0.6203125,0.852734375,0.7274393037104901
2016,Greenwich,24,2891,0.9410807291666666,0.8987630208333334,1.0470843897138717
2016,Hackney,53,57358,8.001953125,8.089704241071429,0.9891527411316329
2016,Hammersmith & Fulham,43,43121,7.834484011627906,7.214934593023256,1.085870413739266
2016,Haringey,23,8227,2.794497282608696,2.9548233695652173,0.9457408897574434
2016,Harrow,18,785,0.3407118055555556,0.4131944444444444,0.8245798319327732
2016,Havering,18,1510,0.6553819444444444,0.6840277777777778,0.9581218274111675
2016,Hillingdon,35,3690,0.8236607142857143,0.8794642857142857,0.9365482233502539
2016,Hounslow,20,6333,2.473828125,2.78515625,0.8882187938288919
2016,Islington,63,195615,13.893110795454545,14.309801136363635,0.9708807734685977
2016,Kensington & Chelsea,48,44569,7.254069010416666,7.594889322916666,0.9551250455392923
2016,Kingston upon Thames,15,5403,2.8140625,2.7526041666666665,1.0223273415326395
2016,Lambeth,89,220662,10.980394108280255,11.047270569620254,0.9939463362539604
2016,Lewisham,34,11250,2.585018382352941,3.085720486111111,0.8377357553894333
2016,Merton,38,10176,2.0921052631578947,2.107685810810811,0.9926077465754146
2016,Newham,22,4816,1.7102272727272727,1.7778532608695652,0.9619619967346371
2016,Redbridge,18,1570,0.6814236111111112,0.7955729166666666,0.8565193671576651
2016,Richmond upon Thames,29,14000,3.771551724137931,4.248922413793103,0.8876489982247021
2016,Southwark,78,269859,13.962075745033113,13.023799668874172,1.0720431901606522
2016,Sutton,20,2542,0.99296875,0.95546875,1.0392477514309075
2016,Tower Hamlets,57,44578,5.804427083333334,5.993489583333333,0.9684553552031285
2016,Waltham Forest,20,6573,2.567578125,2.53828125,1.0115420129270545
2016,Wandsworth,72,46622,5.058810763888888,5.246896404109589,0.9641529723984289
2016,Westminster,111,487109,12.355646306818182,12.091626213592233,1.0218349532612216
2017,Barking & Dagenham,12,1186,0.7721354166666666,0.87890625,0.8785185185185185
2017,Barnet,19,2471,1.0160361842105263,0.93984375,1.0810692566828544
2017,Bexley,20,1168,0.45625,0.432421875,1.055103884372177
2017,Brent,25,5137,1.6053125,1.460625,1.0990586221651688
2017,Bromley,33,3058,0.7239583333333334,0.8581912878787878,0.8435862068965518
2017,Camden,73,283968,12.823699421965317,12.955037621581942,0.9898619978225438
2017,City of London,34,416504,24.28311567164179,21.058984747378457,1.1531000170682346
2017,Croydon,24,2874,0.935546875,0.8271484375,1.1310507674144037
2017,Ealing,36,9677,2.1000434027777777,2.0512152777777777,1.0238044858231061
2017,Enfield,20,1971,0.769921875,0.852734375,0.9028859367842418
2017,Greenwich,24,3456,1.125,0.8987630208333334,1.2517203911626222
2017,Hackney,52,56831,8.072585227272727,8.089704241071429,0.9978838517097092
2017,Hammersmith & Fulham,42,39540,7.354910714285714,7.214934593023256,1.019400885684787
2017,Haringey,22,8016,2.846590909090909,2.9548233695652173,0.963370920377473
2017,Harrow,17,676,0.31066176470588236,0.4131944444444444,0.7518536826495305
2017,Havering,18,1840,0.7986111111111112,0.6840277777777778,1.16751269035533
2017,Hillingdon,35,3778,0.8433035714285715,0.8794642857142857,0.9588832487309645
2017,Hounslow,20,7639,2.983984375,2.78515625,1.0713884992987377
2017,Islington,63,191577,13.606321022727274,14.309801136363635,0.9508392809283213
2017,Kensington & Chelsea,47,43684,7.261303191489362,7.594889322916666,0.9560775519900273
2017,Kingston upon Thames,15,6352,3.308333333333333,2.7526041666666665,1.2018921475875117
2017,Lambeth,88,203681,10.332842938311687,11.047270569620254,0.9353299417438705
2017,Lewisham,35,12768,2.8506363027461488,3.085720486111111,0.9238154640308217
2017,Merton,38,9799,2.014597039473684,2.107685810810811,0.9558336584800007
2017,Newham,23,7151,2.429008152173913,1.7778532608695652,1.3662590752770347
2017,Redbridge,18,1779,0.7721354166666666,0.7955729166666666,0.9705400981996727
2017,Richmond upon Thames,29,13390,3.607219827586207,4.248922413793103,0.8489728633020543
2017,Southwark,74,271987,14.65447198275862,13.023799668874172,1.1252071097025258
2017,Sutton,20,2686,1.04921875,0.95546875,1.0981193785772692
2017,Tower Hamlets,57,45887,5.974869791666666,5.993489583333333,0.9968933304366717
2017,Waltham Forest,20,6298,2.46015625,2.53828125,0.969221298861188
2017,Wandsworth,72,45498,4.936848958333333,5.246896404109589,0.9409084110116194
2017,Westminster,111,476656,12.23575315740836,12.091626213592233,1.0119195665884968
2018,Barking & Dagenham,12,1368,0.890625,0.87890625,1.0133333333333334
2018,Barnet,20,2546,0.99453125,0.93984375,1.058187863674148
2018,Bexley,20,1094,0.42734375,0.432421875,0.988256549232159
2018,Brent,25,5042,1.575625,1.460625,1.0787334189131366
2018,Bromley,33,2941,0.6962594696969697,0.8581912878787878,0.8113103448275862
2018,Camden,73,285891,13.061540570175438,12.955037621581942,1.0082209679125957
2018,City of London,34,472646,26.95289689781022,21.058984747378457,1.2798763673146907
2018,Croydon,24,2824,0.9192708333333334,0.8271484375,1.1113734750098387
2018,Ealing,36,9444,2.0494791666666665,2.0512152777777777,0.9991536182818451
2018,Enfield,20,1829,0.714453125,0.852734375,0.8378378378378378
2018,Greenwich,24,3326,1.0826822916666667,0.8987630208333334,1.2046360014487505
2018,Hackney,52,57193,8.124005681818181,8.089704241071429,1.0042401353281376
2018,Hammersmith & Fulham,43,41467,7.533975290697675,7.214934593023256,1.0442194857847953
2018,Haringey,23,9324,3.167119565217391,2.9548233695652173,1.0718473387745717
2018,Harrow,18,1080,0.46875,0.4131944444444444,1.134453781512605
2018,Havering,18,1640,0.7118055555555556,0.6840277777777778,1.0406091370558377
2018,Hillingdon,35,4379,0.9774553571428571,0.8794642857142857,1.1114213197969542
2018,Hounslow,20,7420,2.8984375,2.78515625,1.040673211781206
2018,Islington,63,206608,14.541666666666666,14.309801136363635,1.016203267123945
2018,Kensington & Chelsea,48,43019,7.001790364583334,7.594889322916666,0.9219081499260657
2018,Kingston upon Thames,15,6746,3.513541666666667,2.7526041666666665,1.276442762535478
2018,Lambeth,89,214296,10.529481132075473,11.047270569620254,0.9531296500541327
2018,Lewisham,35,14592,3.257142857142857,3.085720486111111,1.0555534345392985
2018,Merton,38,11790,2.4239309210526314,2.107685810810811,1.150043762983897
2018,Newham,23,7497,2.5465353260869565,1.7778532608695652,1.4323653037829576
2018,Redbridge,18,1908,0.828125,0.7955729166666666,1.0409165302782324
2018,Richmond upon Thames,29,13995,3.7702047413793105,4.248922413793103,0.8873319807253361
2018,Southwark,77,288368,15.11996644295302,13.023799668874172,1.1609489417353767
2018,Sutton,20,2896,1.13125,0.95546875,1.1839738348323796
2018,Tower Hamlets,57,52530,6.83984375,5.993489583333333,1.1412122528785575
2018,Waltham Forest,20,7604,2.9703125,2.53828125,1.1702062172976302
2018,Wandsworth,71,45289,4.983384683098591,5.246896404109589,0.9497776017066767
2018,Westminster,111,512957,12.900035207725582,12.091626213592233,1.0668569289070988
2019,Barking & Dagenham,12,1111,0.7233072916666666,0.87890625,0.8229629629629629
2019,Barnet,20,2773,1.083203125,0.93984375,1.1525353283458022
2019,Bexley,20,1056,0.4125,0.432421875,0.9539295392953929
2019,Brent,25,4602,1.438125,1.460625,0.9845956354300386
2019,Bromley,33,2901,0.6867897727272727,0.8581912878787878,0.8002758620689655
2019,Camden,75,243483,13.118696120689656,12.955037621581942,1.012632807706793
2019,City of London,35,370882,28.131219660194176,21.058984747378457,1.3358298131488087
2019,Croydon,24,2718,0.884765625,0.8271484375,1.0696576151121606
2019,Ealing,36,9687,2.1022135416666665,2.0512152777777777,1.0248624629707999
2019,Enfield,20,1561,0.609765625,0.852734375,0.7150710032065963
2019,Greenwich,24,3178,1.0345052083333333,0.8987630208333334,1.1510322346975732
2019,Hackney,53,58399,8.307112375533428,8.089704241071429,1.0268746703196168
2019,Hammersmith & Fulham,43,42337,7.6920421511627906,7.214934593023256,1.0661277731610888
2019,Haringey,23,8093,2.7489809782608696,2.9548233695652173,0.9303368203241752
2019,Harrow,17,797,0.3662683823529412,0.4131944444444444,0.8864310430054375
2019,Havering,18,1344,0.5833333333333334,0.6840277777777778,0.8527918781725888
2019,Hillingdon,35,3489,0.7787946428571428,0.8794642857142857,0.8855329949238578
2019,Hounslow,20,6695,2.615234375,2.78515625,0.9389901823281908
2019,Islington,64,166572,13.431059506531206,14.309801136363635,0.9385916253162039
2019,Kensington & Chelsea,48,46873,7.629069010416666,7.594889322916666,1.0045003535992114
2019,Kingston upon Thames,15,5882,3.0635416666666666,2.7526041666666665,1.112961210974456
2019,Lambeth,87,168380,9.914036740461611,11.047270569620254,0.8974195642247588
2019,Lewisham,35,12989,2.899330357142857,3.085720486111111,0.9395959129133051
2019,Merton,38,9745,2.003495065789474,2.107685810810811,0.9505662824663341
2019,Newham,23,7116,2.417119565217391,1.7778532608695652,1.3595720290408864
2019,Redbridge,18,1426,0.6205395996518712,0.7955729166666666,0.7799908552088988
2019,Richmond upon Thames,29,12699,3.4210668103448274,4.248922413793103,0.8051610448896779
2019,Southwark,83,255665,14.47378849637681,13.023799668874172,1.1113337784953798
2019,Sutton,20,2417,0.944140625,0.95546875,0.9881439084219134
2019,Tower Hamlets,57,49032,6.492584745762712,5.993489583333333,1.0832728839334702
2019,Waltham Forest,20,7349,2.8819607843137254,2.53828125,1.1353985238293534
2019,Wandsworth,73,46671,4.994755993150685,5.246896404109589,0.9519448467171151
2019,Westminster,111,412624,13.15765306122449,12.091626213592233,1.0881624050232328
